,Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value,Country
13292,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,30 to 39 years,Percent,Suppr.,Canada
13293,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,40 to 49 years,Percent,0,Canada
13294,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,50 to 59 years,Percent,0,Canada
13295,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,60 years or more,Percent,Suppr.,Canada
13296,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),0 to 19 years,Percent,0,Canada
13297,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),20 to 29 years,Percent,Suppr.,Canada
13298,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),30 to 39 years,Percent,Suppr.,Canada
13299,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),40 to 49 years,Percent,Suppr.,Canada
13300,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),50 to 59 years,Percent,0,Canada
13301,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Nova Scotia,12,By year,2024 (Jan to Jun),2024 (Jan to Jun),60 years or more,Percent,Suppr.,Canada
13302,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,0 to 19 years,Percent,0,Canada
13303,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,20 to 29 years,Percent,0,Canada
13304,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,30 to 39 years,Percent,Suppr.,Canada
13305,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,40 to 49 years,Percent,0,Canada
13306,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,50 to 59 years,Percent,0,Canada
13307,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2016,2016,60 years or more,Percent,Suppr.,Canada
13308,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,0 to 19 years,Percent,Suppr.,Canada
13309,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,20 to 29 years,Percent,0,Canada
13310,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,30 to 39 years,Percent,0,Canada
13311,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,40 to 49 years,Percent,0,Canada
13312,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,50 to 59 years,Percent,0,Canada
13313,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2017,2017,60 years or more,Percent,Suppr.,Canada
13314,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,0 to 19 years,Percent,0,Canada
13315,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,20 to 29 years,Percent,Suppr.,Canada
13316,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,30 to 39 years,Percent,0,Canada
13317,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,40 to 49 years,Percent,Suppr.,Canada
13318,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,50 to 59 years,Percent,Suppr.,Canada
13319,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2018,2018,60 years or more,Percent,Suppr.,Canada
13320,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,0 to 19 years,Percent,0,Canada
13321,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,20 to 29 years,Percent,Suppr.,Canada
13322,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,30 to 39 years,Percent,Suppr.,Canada
13323,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,40 to 49 years,Percent,0,Canada
13324,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,50 to 59 years,Percent,0,Canada
13325,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2019,2019,60 years or more,Percent,Suppr.,Canada
13326,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,0 to 19 years,Percent,0,Canada
13327,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,20 to 29 years,Percent,0,Canada
13328,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,30 to 39 years,Percent,Suppr.,Canada
13329,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,40 to 49 years,Percent,Suppr.,Canada
13330,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,50 to 59 years,Percent,Suppr.,Canada
13331,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2020,2020,60 years or more,Percent,Suppr.,Canada
13332,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,0 to 19 years,Percent,0,Canada
13333,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,20 to 29 years,Percent,0,Canada
13334,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,30 to 39 years,Percent,Suppr.,Canada
13335,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,40 to 49 years,Percent,Suppr.,Canada
13336,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,50 to 59 years,Percent,Suppr.,Canada
13337,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2021,2021,60 years or more,Percent,50,Canada
13338,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,0 to 19 years,Percent,0,Canada
13339,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,20 to 29 years,Percent,27,Canada
13340,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,30 to 39 years,Percent,36,Canada
13341,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,40 to 49 years,Percent,Suppr.,Canada
13342,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,50 to 59 years,Percent,Suppr.,Canada
13343,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2022,2022,60 years or more,Percent,27,Canada
13344,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,0 to 19 years,Percent,0,Canada
13345,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,20 to 29 years,Percent,17,Canada
13346,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,30 to 39 years,Percent,41,Canada
13347,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,40 to 49 years,Percent,20,Canada
13348,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,50 to 59 years,Percent,Suppr.,Canada
13349,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2023,2023,60 years or more,Percent,Suppr.,Canada
13350,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),0 to 19 years,Percent,Suppr.,Canada
13351,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),20 to 29 years,Percent,20,Canada
13352,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),30 to 39 years,Percent,24,Canada
13353,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),40 to 49 years,Percent,20,Canada
13354,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),50 to 59 years,Percent,24,Canada
13355,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Prince Edward Island,11,By year,2024 (Jan to Jun),2024 (Jan to Jun),60 years or more,Percent,Suppr.,Canada
13356,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2016,2016,0 to 19 years,Percent,Suppr.,Canada
13357,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2016,2016,20 to 29 years,Percent,0,Canada
13358,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2016,2016,30 to 39 years,Percent,Suppr.,Canada
13359,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2016,2016,40 to 49 years,Percent,0,Canada
13360,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2016,2016,50 to 59 years,Percent,Suppr.,Canada
13361,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2016,2016,60 years or more,Percent,0,Canada
13362,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2017,2017,0 to 19 years,Percent,0,Canada
13363,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2017,2017,20 to 29 years,Percent,43,Canada
13364,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2017,2017,30 to 39 years,Percent,Suppr.,Canada
13365,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2017,2017,40 to 49 years,Percent,Suppr.,Canada
13366,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2017,2017,50 to 59 years,Percent,Suppr.,Canada
13367,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2017,2017,60 years or more,Percent,Suppr.,Canada
13368,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2018,2018,0 to 19 years,Percent,Suppr.,Canada
13369,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2018,2018,20 to 29 years,Percent,36,Canada
13370,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2018,2018,30 to 39 years,Percent,33,Canada
13371,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2018,2018,40 to 49 years,Percent,Suppr.,Canada
13372,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2018,2018,50 to 59 years,Percent,Suppr.,Canada
13373,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2018,2018,60 years or more,Percent,Suppr.,Canada
13374,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2019,2019,0 to 19 years,Percent,Suppr.,Canada
13375,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2019,2019,20 to 29 years,Percent,40,Canada
13376,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2019,2019,30 to 39 years,Percent,17,Canada
13377,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2019,2019,40 to 49 years,Percent,Suppr.,Canada
13378,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2019,2019,50 to 59 years,Percent,17,Canada
13379,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2019,2019,60 years or more,Percent,Suppr.,Canada
13380,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2020,2020,0 to 19 years,Percent,Suppr.,Canada
13381,Opioids,Emergency Department (ED) Visits,Age group,Accidental opioid-related poisoning ED visits,Yukon,60,By year,2020,2020,20 to 29 years,Percent,33,Canada
